threshold,precision,recall,f1
0.01,0.7666666666666667,1.0,0.8679245283018868
0.02,0.7666666666666667,1.0,0.8679245283018868
0.03,0.7666666666666667,1.0,0.8679245283018868
0.04,0.7666666666666667,1.0,0.8679245283018868
0.05,0.7666666666666667,1.0,0.8679245283018868
0.060000000000000005,0.7666666666666667,1.0,0.8679245283018868
0.06999999999999999,0.7647058823529411,0.9891304347826086,0.8625592417061612
0.08,0.7627118644067796,0.9782608695652174,0.8571428571428571
0.09,0.7606837606837606,0.967391304347826,0.8516746411483254
0.09999999999999999,0.7586206896551724,0.9565217391304348,0.8461538461538461
0.11,0.7586206896551724,0.9565217391304348,0.8461538461538461
0.12,0.7543859649122807,0.9347826086956522,0.8349514563106796
0.13,0.7543859649122807,0.9347826086956522,0.8349514563106796
0.14,0.7477477477477478,0.9021739130434783,0.8177339901477833
0.15000000000000002,0.7547169811320755,0.8695652173913043,0.8080808080808081
0.16,0.7578947368421053,0.782608695652174,0.7700534759358288
0.17,0.7529411764705882,0.6956521739130435,0.7231638418079096
0.18000000000000002,0.8064516129032258,0.5434782608695652,0.6493506493506493
0.19,0.8043478260869565,0.40217391304347827,0.5362318840579711
0.2,0.9230769230769231,0.2608695652173913,0.4067796610169492
0.21000000000000002,0.9,0.09782608695652174,0.17647058823529413
0.22,1.0,0.03260869565217391,0.06315789473684211
0.23,1.0,0.03260869565217391,0.06315789473684211
0.24000000000000002,1.0,0.010869565217391304,0.021505376344086023
0.25,1.0,0.010869565217391304,0.021505376344086023
0.26,1.0,0.010869565217391304,0.021505376344086023
0.27,0.0,0.0,0.0
0.28,0.0,0.0,0.0
0.29000000000000004,0.0,0.0,0.0
0.3,0.0,0.0,0.0
0.31,0.0,0.0,0.0
0.32,0.0,0.0,0.0
0.33,0.0,0.0,0.0
0.34,0.0,0.0,0.0
0.35000000000000003,0.0,0.0,0.0
0.36000000000000004,0.0,0.0,0.0
0.37,0.0,0.0,0.0
0.38,0.0,0.0,0.0
0.39,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.41000000000000003,0.0,0.0,0.0
0.42000000000000004,0.0,0.0,0.0
0.43,0.0,0.0,0.0
0.44,0.0,0.0,0.0
0.45,0.0,0.0,0.0
0.46,0.0,0.0,0.0
0.47000000000000003,0.0,0.0,0.0
0.48000000000000004,0.0,0.0,0.0
0.49,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.51,0.0,0.0,0.0
0.52,0.0,0.0,0.0
0.53,0.0,0.0,0.0
0.54,0.0,0.0,0.0
0.55,0.0,0.0,0.0
0.56,0.0,0.0,0.0
0.5700000000000001,0.0,0.0,0.0
0.5800000000000001,0.0,0.0,0.0
0.59,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.61,0.0,0.0,0.0
0.62,0.0,0.0,0.0
0.63,0.0,0.0,0.0
0.64,0.0,0.0,0.0
0.65,0.0,0.0,0.0
0.66,0.0,0.0,0.0
0.67,0.0,0.0,0.0
0.68,0.0,0.0,0.0
0.6900000000000001,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0
0.7100000000000001,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.73,0.0,0.0,0.0
0.74,0.0,0.0,0.0
0.75,0.0,0.0,0.0
0.76,0.0,0.0,0.0
0.77,0.0,0.0,0.0
0.78,0.0,0.0,0.0
0.79,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.81,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0
0.8400000000000001,0.0,0.0,0.0
0.85,0.0,0.0,0.0
0.86,0.0,0.0,0.0
0.87,0.0,0.0,0.0
0.88,0.0,0.0,0.0
0.89,0.0,0.0,0.0
0.9,0.0,0.0,0.0
0.91,0.0,0.0,0.0
0.92,0.0,0.0,0.0
0.93,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0
0.9600000000000001,0.0,0.0,0.0
0.97,0.0,0.0,0.0
0.98,0.0,0.0,0.0
0.99,0.0,0.0,0.0
1.0,0.0,0.0,0.0
