site,audio_id,class,threshold,support,tp,fp,fn,tn,precision,recall,f1,accuracy,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro
COR,21767,target,0.53,64,60,44,4,12,0.5769230769230769,0.9375,0.7142857142857143,0.6,,,,,,
COR,21767,other,0.53,56,12,4,44,60,0.75,0.21428571428571427,0.3333333333333333,0.6,,,,,,
COR,21767,global,0.53,120,72,48,48,72,,,,0.6,0.6634615384615384,0.5758928571428571,0.5238095238095238,0.5769230769230769,0.9375,0.7142857142857143
