loss,pr_auc,precision,recall,Brier Score,id
0.057454295456409454,0.9817177057266235,0.9433962106704712,0.8928571343421936,0.05335943028330803,1
0.11710044741630554,0.9602076411247253,1.0,0.4117647111415863,0.08109424263238907,2
0.08599031716585159,0.9721456170082092,0.9642857313156128,0.8181818127632141,0.061005644500255585,3
0.10747598111629486,0.97865229845047,0.7555555701255798,0.9444444179534912,0.06868180632591248,4
5.8034892082214355,0.48627451062202454,0.0,0.0,0.24994686245918274,5
0.19810795783996582,0.9453628063201904,0.6595744490623474,0.939393937587738,0.10996904224157333,6
0.08858983963727951,0.9611702561378479,0.7421383857727051,0.9147287011146545,0.08889854699373245,7
0.19752223789691925,0.9628905653953552,0.75,0.1875,0.12567852437496185,8
0.10022326558828354,0.9826869368553162,0.75,0.9868420958518982,0.07726852595806122,9
0.08252082765102386,0.9771834015846252,0.8272727131843567,0.9100000262260437,0.05605261027812958,10
